idade,renda,etnia,genero,casa_propria,outras_rendas,estado_civil,escolaridade,inadimplente
24,8131,Amarelo,Feminino,0,1,Divorciado,Médio,1
30,7246,Indígena,Masculino,1,0,Divorciado,Pós-graduação,0
43,4648,Pardo,Feminino,0,1,Divorciado,Médio,0
49,1592,Pardo,Feminino,0,0,Divorciado,Superior,1
36,6365,Indígena,Masculino,0,1,Casado,Médio,1
32,3884,Branco,Feminino,0,1,Casado,Fundamental,0
19,4638,Branco,Feminino,1,0,Viúvo,Fundamental,0
54,9008,Amarelo,Feminino,1,0,Solteiro,Fundamental,0
36,6613,Negro,Feminino,0,0,Viúvo,Médio,1
50,3135,Amarelo,Masculino,1,0,Viúvo,Pós-graduação,0
56,4957,Indígena,Feminino,0,1,Solteiro,Médio,0
67,9255,Negro,Feminino,1,0,Divorciado,Pós-graduação,0
50,7641,Negro,Feminino,0,1,Solteiro,Superior,0
18,7108,Indígena,Masculino,0,0,Divorciado,Superior,1
56,7178,Pardo,Feminino,0,0,Casado,Pós-graduação,1
45,2399,Amarelo,Masculino,1,0,Solteiro,Pós-graduação,1
34,1597,Indígena,Feminino,0,1,Viúvo,Médio,0
23,6998,Indígena,Masculino,1,1,Viúvo,Fundamental,1
69,3441,Amarelo,Feminino,0,0,Viúvo,Superior,1
61,6617,Indígena,Feminino,0,0,Casado,Pós-graduação,1
37,3540,Pardo,Feminino,1,0,Viúvo,Pós-graduação,0
64,3694,Amarelo,Masculino,0,1,Solteiro,Fundamental,1
30,5523,Indígena,Feminino,1,0,Divorciado,Médio,1
29,5756,Negro,Feminino,0,1,Solteiro,Superior,1
47,1519,Amarelo,Masculino,1,0,Divorciado,Pós-graduação,1
38,6662,Indígena,Feminino,1,1,Viúvo,Superior,1
19,5529,Pardo,Masculino,0,1,Solteiro,Pós-graduação,0
35,8456,Negro,Feminino,0,0,Divorciado,Médio,0
45,1899,Pardo,Masculino,0,1,Viúvo,Fundamental,1
21,9634,Indígena,Feminino,1,1,Viúvo,Fundamental,1
59,5149,Negro,Masculino,1,1,Casado,Fundamental,0
60,6430,Amarelo,Feminino,1,0,Solteiro,Médio,0
23,8863,Negro,Masculino,0,0,Viúvo,Superior,0
55,4616,Pardo,Feminino,1,1,Solteiro,Médio,1
26,9483,Branco,Masculino,1,1,Viúvo,Fundamental,0
37,2946,Indígena,Masculino,1,0,Viúvo,Pós-graduação,1
62,4628,Branco,Masculino,0,1,Viúvo,Fundamental,0
47,6242,Indígena,Masculino,0,1,Casado,Pós-graduação,1
54,2775,Branco,Feminino,1,0,Casado,Pós-graduação,0
55,6197,Negro,Feminino,1,0,Solteiro,Médio,0
21,3669,Negro,Feminino,1,0,Solteiro,Fundamental,1
55,4759,Amarelo,Masculino,0,0,Solteiro,Superior,1
67,3585,Negro,Masculino,1,1,Solteiro,Superior,0
30,3310,Negro,Feminino,0,0,Casado,Superior,1
52,8818,Branco,Feminino,0,0,Viúvo,Médio,1
47,4839,Indígena,Feminino,1,0,Divorciado,Superior,0
59,7958,Negro,Feminino,0,0,Casado,Médio,1
21,2781,Negro,Feminino,1,1,Viúvo,Médio,1
42,7286,Pardo,Feminino,0,1,Casado,Pós-graduação,1
48,7097,Branco,Masculino,0,0,Casado,Pós-graduação,0
64,6263,Negro,Feminino,0,0,Casado,Pós-graduação,1
29,7850,Negro,Masculino,0,0,Viúvo,Pós-graduação,0
32,9072,Amarelo,Masculino,1,0,Viúvo,Médio,0
43,8575,Pardo,Masculino,0,1,Viúvo,Superior,1
27,4230,Indígena,Masculino,1,1,Viúvo,Médio,0
29,4279,Branco,Masculino,0,0,Divorciado,Médio,0
39,1417,Indígena,Masculino,0,1,Divorciado,Fundamental,1
57,2691,Negro,Feminino,0,0,Divorciado,Superior,0
38,4731,Amarelo,Masculino,1,1,Viúvo,Pós-graduação,1
52,8099,Pardo,Masculino,0,0,Divorciado,Fundamental,1
24,8046,Branco,Masculino,1,0,Solteiro,Pós-graduação,1
35,6149,Pardo,Feminino,0,1,Viúvo,Superior,1
44,3838,Pardo,Masculino,1,1,Solteiro,Fundamental,1
52,8466,Pardo,Masculino,0,0,Divorciado,Fundamental,1
64,8151,Indígena,Feminino,0,1,Solteiro,Fundamental,1
19,7281,Pardo,Feminino,1,1,Viúvo,Pós-graduação,0
49,9180,Negro,Feminino,1,1,Viúvo,Pós-graduação,1
32,3390,Negro,Feminino,1,0,Viúvo,Fundamental,0
62,7041,Negro,Masculino,1,0,Divorciado,Superior,0
41,2885,Amarelo,Masculino,1,1,Casado,Superior,0
37,5276,Amarelo,Masculino,0,0,Casado,Fundamental,1
27,3492,Pardo,Masculino,1,1,Divorciado,Superior,0
41,7895,Branco,Feminino,0,0,Casado,Superior,1
41,1835,Amarelo,Masculino,0,0,Solteiro,Superior,1
41,5103,Indígena,Feminino,0,1,Divorciado,Pós-graduação,0
57,6776,Negro,Masculino,1,1,Casado,Fundamental,0
65,5827,Pardo,Masculino,0,1,Viúvo,Médio,1
65,4381,Indígena,Masculino,1,0,Casado,Superior,0
51,1456,Indígena,Feminino,1,1,Viúvo,Pós-graduação,1
58,7092,Branco,Masculino,0,0,Solteiro,Superior,1
57,5005,Negro,Masculino,0,1,Divorciado,Fundamental,1
28,9190,Negro,Feminino,0,1,Solteiro,Fundamental,1
43,4665,Amarelo,Feminino,1,1,Viúvo,Médio,1
18,3185,Amarelo,Masculino,0,1,Solteiro,Fundamental,0
47,3181,Indígena,Masculino,1,1,Divorciado,Pós-graduação,1
60,9628,Indígena,Feminino,0,1,Casado,Médio,1
35,7739,Indígena,Feminino,0,1,Solteiro,Médio,0
43,4930,Negro,Masculino,1,1,Casado,Médio,1
64,9666,Indígena,Masculino,0,0,Solteiro,Médio,1
26,8666,Negro,Feminino,1,1,Solteiro,Fundamental,1
26,6437,Amarelo,Feminino,0,1,Solteiro,Médio,1
18,7157,Branco,Masculino,0,0,Divorciado,Pós-graduação,0
24,1995,Amarelo,Feminino,0,0,Viúvo,Fundamental,1
61,7975,Negro,Feminino,0,1,Divorciado,Fundamental,1
59,4082,Negro,Masculino,1,0,Solteiro,Fundamental,0
68,2395,Amarelo,Feminino,1,1,Divorciado,Fundamental,1
33,3280,Amarelo,Masculino,0,1,Solteiro,Superior,1
55,4938,Negro,Feminino,0,1,Solteiro,Superior,0
28,2534,Pardo,Feminino,0,1,Viúvo,Fundamental,1
68,3146,Amarelo,Masculino,1,0,Viúvo,Fundamental,1
42,7026,Indígena,Masculino,1,0,Casado,Superior,1
46,2576,Amarelo,Feminino,0,0,Viúvo,Médio,0
36,1534,Branco,Feminino,1,1,Solteiro,Médio,1
35,3470,Negro,Feminino,1,0,Divorciado,Fundamental,0
64,1509,Branco,Masculino,0,1,Casado,Fundamental,0
46,3148,Branco,Masculino,1,1,Casado,Pós-graduação,0
33,9395,Pardo,Feminino,0,0,Solteiro,Superior,1
63,2629,Amarelo,Feminino,1,0,Solteiro,Pós-graduação,1
57,4000,Indígena,Feminino,0,1,Viúvo,Médio,0
25,6710,Amarelo,Masculino,0,1,Casado,Médio,0
51,7577,Negro,Masculino,1,0,Casado,Fundamental,1
23,8232,Amarelo,Feminino,0,0,Solteiro,Pós-graduação,1
62,2427,Pardo,Feminino,0,0,Solteiro,Pós-graduação,1
62,3560,Indígena,Masculino,0,1,Solteiro,Pós-graduação,1
47,8191,Negro,Feminino,0,0,Solteiro,Superior,1
61,8352,Negro,Feminino,1,0,Viúvo,Fundamental,0
51,9623,Branco,Feminino,0,1,Viúvo,Fundamental,0
38,3978,Negro,Feminino,0,1,Divorciado,Superior,0
69,8753,Pardo,Feminino,0,1,Solteiro,Médio,1
29,4629,Branco,Masculino,1,1,Divorciado,Superior,1
66,5809,Amarelo,Feminino,0,1,Casado,Superior,0
23,3152,Indígena,Feminino,0,0,Divorciado,Superior,1
56,4607,Indígena,Masculino,1,0,Solteiro,Pós-graduação,0
23,6461,Negro,Masculino,1,0,Casado,Pós-graduação,1
21,3527,Indígena,Masculino,1,0,Solteiro,Superior,0
26,5357,Amarelo,Feminino,0,0,Divorciado,Pós-graduação,0
22,8388,Indígena,Feminino,1,1,Casado,Médio,0
27,9625,Branco,Feminino,1,1,Solteiro,Fundamental,0
64,5625,Negro,Masculino,1,1,Divorciado,Médio,0
25,6108,Pardo,Feminino,0,0,Casado,Fundamental,1
40,6234,Indígena,Feminino,1,1,Divorciado,Pós-graduação,0
21,4258,Indígena,Feminino,1,0,Viúvo,Superior,0
54,7647,Negro,Feminino,1,0,Viúvo,Médio,0
24,9034,Branco,Feminino,1,0,Viúvo,Fundamental,1
23,9632,Negro,Masculino,0,1,Casado,Superior,0
62,7848,Pardo,Feminino,1,1,Solteiro,Superior,1
68,6211,Negro,Feminino,0,0,Divorciado,Fundamental,1
59,7360,Negro,Masculino,1,0,Casado,Médio,1
32,3619,Indígena,Masculino,1,0,Divorciado,Pós-graduação,0
52,4707,Pardo,Masculino,1,1,Divorciado,Fundamental,1
67,8220,Amarelo,Feminino,1,1,Divorciado,Fundamental,0
49,2368,Branco,Feminino,1,1,Viúvo,Médio,0
31,5802,Negro,Masculino,0,1,Divorciado,Médio,1
52,7155,Amarelo,Masculino,0,0,Casado,Pós-graduação,0
28,9070,Indígena,Masculino,0,1,Solteiro,Superior,1
27,5355,Pardo,Feminino,1,0,Viúvo,Pós-graduação,0
34,2176,Pardo,Masculino,1,0,Casado,Superior,0
30,9300,Indígena,Masculino,0,1,Casado,Médio,0
51,1992,Indígena,Masculino,0,0,Solteiro,Fundamental,0
62,3871,Branco,Masculino,1,1,Solteiro,Médio,1
68,7117,Amarelo,Feminino,0,1,Divorciado,Superior,0
22,2395,Negro,Feminino,1,1,Viúvo,Médio,0
65,2243,Indígena,Feminino,1,1,Casado,Pós-graduação,0
27,4057,Pardo,Feminino,1,0,Divorciado,Médio,0
49,3084,Indígena,Masculino,1,0,Solteiro,Médio,1
29,5126,Indígena,Feminino,1,0,Solteiro,Superior,1
69,7282,Pardo,Feminino,0,1,Casado,Médio,0
30,7247,Pardo,Masculino,1,0,Viúvo,Fundamental,0
38,7650,Pardo,Masculino,0,0,Casado,Médio,1
65,4605,Indígena,Masculino,0,1,Casado,Fundamental,1
50,9056,Negro,Masculino,0,1,Casado,Médio,1
58,4361,Pardo,Masculino,0,0,Casado,Superior,1
65,2887,Branco,Feminino,0,1,Solteiro,Fundamental,1
68,5136,Branco,Feminino,1,0,Divorciado,Fundamental,0
64,2377,Negro,Feminino,1,0,Solteiro,Superior,1
67,5345,Negro,Masculino,1,1,Solteiro,Pós-graduação,0
49,3798,Indígena,Feminino,1,0,Viúvo,Fundamental,1
29,3029,Branco,Masculino,0,0,Solteiro,Médio,0
63,5777,Negro,Masculino,1,0,Casado,Médio,0
52,3727,Amarelo,Masculino,0,0,Divorciado,Médio,0
53,8021,Branco,Feminino,1,1,Solteiro,Fundamental,0
55,5188,Indígena,Feminino,0,0,Divorciado,Pós-graduação,0
65,7109,Negro,Masculino,1,0,Casado,Superior,1
45,6724,Indígena,Feminino,1,0,Viúvo,Superior,0
30,1929,Amarelo,Masculino,0,0,Solteiro,Pós-graduação,0
29,3424,Pardo,Masculino,1,1,Divorciado,Superior,1
39,7170,Amarelo,Masculino,0,1,Divorciado,Superior,0
61,3963,Branco,Feminino,1,0,Divorciado,Fundamental,0
19,4896,Pardo,Masculino,0,0,Divorciado,Pós-graduação,0
46,2716,Branco,Masculino,0,1,Viúvo,Médio,1
30,4099,Negro,Feminino,1,1,Viúvo,Pós-graduação,0
52,5442,Negro,Feminino,0,1,Viúvo,Superior,0
30,2321,Indígena,Masculino,1,0,Viúvo,Médio,0
51,3064,Branco,Feminino,1,0,Divorciado,Fundamental,0
36,9141,Pardo,Masculino,0,1,Divorciado,Fundamental,1
26,1374,Pardo,Masculino,1,0,Viúvo,Fundamental,1
69,6801,Pardo,Feminino,1,1,Casado,Pós-graduação,0
48,7063,Negro,Feminino,1,0,Casado,Médio,0
50,4711,Amarelo,Masculino,0,1,Divorciado,Médio,1
44,7131,Negro,Masculino,0,0,Solteiro,Médio,0
62,4994,Pardo,Masculino,1,0,Viúvo,Superior,1
19,9281,Indígena,Masculino,0,1,Divorciado,Superior,1
32,3935,Pardo,Masculino,0,0,Solteiro,Superior,0
36,5163,Pardo,Feminino,0,0,Divorciado,Médio,0
48,8523,Amarelo,Feminino,0,0,Viúvo,Superior,0
33,3162,Indígena,Feminino,0,1,Viúvo,Superior,0
60,8878,Indígena,Feminino,0,1,Viúvo,Pós-graduação,0
32,6968,Amarelo,Masculino,0,0,Casado,Pós-graduação,1
23,4251,Branco,Masculino,1,1,Solteiro,Superior,0
31,9018,Amarelo,Masculino,1,0,Solteiro,Superior,0
44,6862,Pardo,Masculino,1,0,Solteiro,Pós-graduação,1
55,2358,Negro,Feminino,1,1,Solteiro,Pós-graduação,1
36,2677,Pardo,Feminino,0,1,Solteiro,Pós-graduação,1
54,3009,Indígena,Masculino,1,1,Divorciado,Médio,1
60,4455,Amarelo,Masculino,0,1,Casado,Fundamental,1
21,7510,Indígena,Feminino,0,1,Viúvo,Fundamental,1
43,1400,Indígena,Feminino,0,0,Divorciado,Médio,0
26,1503,Pardo,Feminino,0,0,Solteiro,Pós-graduação,1
58,7847,Indígena,Feminino,1,1,Divorciado,Pós-graduação,1
66,5605,Branco,Feminino,1,0,Solteiro,Médio,0
57,3128,Pardo,Masculino,1,0,Casado,Fundamental,0
32,9547,Negro,Feminino,0,0,Casado,Pós-graduação,0
58,6236,Pardo,Feminino,0,1,Solteiro,Médio,1
54,2546,Indígena,Masculino,0,1,Solteiro,Superior,1
21,8314,Negro,Masculino,1,1,Divorciado,Pós-graduação,0
43,5563,Pardo,Masculino,1,0,Divorciado,Fundamental,0
69,5065,Indígena,Feminino,0,0,Casado,Pós-graduação,1
35,7917,Branco,Feminino,0,1,Casado,Médio,0
58,2590,Indígena,Masculino,0,1,Viúvo,Médio,1
52,8394,Branco,Masculino,1,1,Casado,Fundamental,0
58,6988,Amarelo,Masculino,1,0,Solteiro,Fundamental,1
58,3591,Indígena,Feminino,0,0,Solteiro,Médio,1
46,8635,Indígena,Feminino,1,1,Casado,Fundamental,0
41,8883,Branco,Masculino,1,1,Solteiro,Pós-graduação,1
21,9516,Branco,Masculino,0,1,Viúvo,Pós-graduação,0
38,8049,Pardo,Feminino,0,1,Viúvo,Superior,1
56,7107,Branco,Masculino,1,1,Divorciado,Fundamental,0
24,6452,Negro,Masculino,0,0,Divorciado,Superior,1
40,2236,Indígena,Feminino,1,0,Solteiro,Fundamental,1
57,2006,Negro,Masculino,1,1,Solteiro,Pós-graduação,1
38,2542,Amarelo,Masculino,1,0,Divorciado,Médio,1
18,5440,Amarelo,Feminino,0,0,Casado,Superior,1
58,9183,Negro,Feminino,1,1,Solteiro,Superior,1
42,2572,Amarelo,Feminino,0,1,Solteiro,Pós-graduação,0
48,1490,Indígena,Masculino,0,0,Solteiro,Fundamental,1
61,8677,Indígena,Feminino,1,1,Divorciado,Médio,0
55,9682,Pardo,Masculino,1,0,Casado,Pós-graduação,1
62,7024,Pardo,Feminino,0,0,Casado,Pós-graduação,0
22,6366,Branco,Masculino,1,0,Divorciado,Pós-graduação,0
48,1962,Branco,Masculino,0,0,Casado,Pós-graduação,0
68,4560,Amarelo,Feminino,1,0,Casado,Médio,1
18,6554,Pardo,Feminino,0,1,Viúvo,Superior,1
47,4301,Branco,Masculino,0,1,Casado,Superior,1
35,3429,Pardo,Feminino,1,1,Divorciado,Pós-graduação,0
25,6757,Amarelo,Feminino,1,1,Divorciado,Fundamental,0
43,5269,Amarelo,Masculino,1,0,Casado,Médio,0
57,9397,Amarelo,Masculino,0,1,Viúvo,Pós-graduação,1
32,7539,Pardo,Feminino,0,0,Viúvo,Superior,1
36,1978,Branco,Masculino,0,1,Viúvo,Pós-graduação,0
27,3686,Amarelo,Masculino,1,1,Viúvo,Médio,1
41,9597,Branco,Masculino,0,0,Divorciado,Superior,0
33,4593,Pardo,Feminino,0,1,Solteiro,Superior,1
60,8134,Negro,Feminino,0,0,Casado,Superior,0
48,8184,Branco,Masculino,0,0,Viúvo,Pós-graduação,0
61,8116,Negro,Masculino,0,1,Divorciado,Superior,1
33,7727,Negro,Feminino,1,1,Solteiro,Pós-graduação,1
33,4025,Amarelo,Feminino,1,0,Casado,Fundamental,0
45,8849,Branco,Feminino,1,1,Solteiro,Superior,1
37,3442,Branco,Feminino,1,0,Viúvo,Pós-graduação,1
52,4009,Amarelo,Feminino,1,0,Divorciado,Superior,0
26,9218,Pardo,Feminino,1,0,Solteiro,Superior,0
57,6005,Branco,Masculino,1,1,Divorciado,Superior,1
27,3856,Negro,Feminino,1,1,Divorciado,Fundamental,1
62,2308,Indígena,Masculino,1,1,Divorciado,Fundamental,0
35,8958,Indígena,Masculino,0,0,Solteiro,Pós-graduação,0
62,4624,Negro,Masculino,1,0,Viúvo,Pós-graduação,0
62,3373,Negro,Masculino,0,1,Solteiro,Fundamental,1
32,7197,Branco,Masculino,1,1,Divorciado,Fundamental,1
62,6918,Pardo,Feminino,0,0,Divorciado,Fundamental,0
47,7634,Pardo,Feminino,1,0,Divorciado,Fundamental,1
65,6820,Branco,Feminino,0,0,Divorciado,Médio,0
49,1825,Amarelo,Masculino,0,0,Viúvo,Pós-graduação,0
57,4499,Indígena,Feminino,0,1,Viúvo,Fundamental,0
44,9649,Negro,Masculino,0,0,Viúvo,Fundamental,1
44,4244,Pardo,Feminino,0,1,Casado,Pós-graduação,1
36,6122,Amarelo,Feminino,1,1,Viúvo,Fundamental,1
27,2432,Indígena,Masculino,1,1,Solteiro,Pós-graduação,1
61,6429,Negro,Masculino,0,0,Casado,Pós-graduação,1
63,1595,Branco,Feminino,0,0,Casado,Superior,1
23,4988,Amarelo,Feminino,1,0,Divorciado,Fundamental,0
41,9562,Negro,Feminino,0,0,Divorciado,Fundamental,0
26,8501,Branco,Masculino,0,1,Viúvo,Pós-graduação,0
44,2559,Negro,Feminino,0,0,Casado,Fundamental,0
24,6024,Branco,Feminino,0,1,Casado,Médio,1
23,7488,Branco,Feminino,0,1,Solteiro,Fundamental,0
50,5356,Indígena,Masculino,1,1,Solteiro,Pós-graduação,1
38,4570,Amarelo,Masculino,1,0,Viúvo,Pós-graduação,0
63,5864,Pardo,Masculino,1,0,Solteiro,Superior,0
55,8293,Indígena,Feminino,0,1,Viúvo,Fundamental,0
61,6188,Pardo,Masculino,0,1,Solteiro,Pós-graduação,1
34,4503,Indígena,Masculino,1,0,Casado,Superior,0
48,7764,Branco,Masculino,1,1,Solteiro,Fundamental,1
54,5058,Indígena,Masculino,1,1,Casado,Fundamental,0
28,1883,Branco,Feminino,0,0,Solteiro,Pós-graduação,1
45,2141,Amarelo,Masculino,0,0,Divorciado,Médio,0
22,5316,Negro,Feminino,0,1,Viúvo,Superior,0
29,1663,Branco,Feminino,0,0,Viúvo,Pós-graduação,1
20,4072,Pardo,Masculino,1,1,Divorciado,Superior,1
58,8467,Branco,Masculino,0,1,Divorciado,Fundamental,0
55,2089,Branco,Masculino,0,1,Divorciado,Médio,1
19,5405,Pardo,Masculino,0,1,Divorciado,Fundamental,1
43,2118,Branco,Feminino,1,1,Casado,Superior,1
19,4490,Branco,Feminino,1,1,Casado,Superior,0
29,8224,Pardo,Feminino,0,1,Divorciado,Fundamental,1
57,8051,Negro,Masculino,0,1,Casado,Médio,0
19,4662,Amarelo,Feminino,0,1,Casado,Pós-graduação,1
58,3873,Branco,Masculino,1,0,Casado,Fundamental,0
33,8407,Branco,Feminino,1,1,Divorciado,Fundamental,0
47,5883,Negro,Feminino,1,1,Casado,Fundamental,1
64,7020,Negro,Masculino,0,1,Viúvo,Superior,0
63,8720,Amarelo,Feminino,1,0,Divorciado,Superior,0
69,1761,Branco,Feminino,1,1,Casado,Pós-graduação,1
53,4141,Amarelo,Masculino,0,0,Viúvo,Pós-graduação,0
21,3862,Negro,Feminino,1,1,Solteiro,Fundamental,0
28,3017,Negro,Feminino,1,0,Viúvo,Superior,1
41,8204,Branco,Masculino,1,1,Casado,Superior,0
35,8542,Pardo,Feminino,0,0,Solteiro,Pós-graduação,0
44,6136,Indígena,Feminino,0,1,Casado,Fundamental,1
54,9627,Negro,Masculino,0,0,Solteiro,Superior,0
19,8237,Branco,Feminino,0,1,Casado,Pós-graduação,0
32,2766,Pardo,Masculino,0,0,Solteiro,Pós-graduação,0
28,5608,Amarelo,Feminino,0,0,Casado,Pós-graduação,0
44,9012,Amarelo,Masculino,0,0,Divorciado,Médio,0
66,5905,Amarelo,Masculino,0,0,Casado,Médio,1
65,6745,Pardo,Feminino,0,0,Casado,Médio,1
64,9724,Indígena,Feminino,0,0,Solteiro,Fundamental,0
40,5041,Pardo,Masculino,1,0,Solteiro,Médio,1
52,6906,Pardo,Masculino,0,0,Divorciado,Pós-graduação,0
69,6759,Negro,Masculino,1,0,Divorciado,Médio,1
47,8536,Branco,Masculino,1,0,Viúvo,Médio,0
64,3516,Pardo,Feminino,1,1,Casado,Superior,1
41,1953,Amarelo,Feminino,0,0,Solteiro,Pós-graduação,0
36,3036,Negro,Masculino,0,1,Viúvo,Médio,1
46,8841,Amarelo,Masculino,0,0,Divorciado,Fundamental,1
30,5249,Branco,Feminino,1,0,Solteiro,Fundamental,0
65,9108,Negro,Masculino,0,1,Solteiro,Superior,0
40,8779,Branco,Masculino,1,0,Casado,Médio,1
29,7673,Pardo,Masculino,0,0,Casado,Superior,0
66,7619,Negro,Feminino,0,0,Viúvo,Superior,0
65,5344,Branco,Feminino,0,1,Solteiro,Médio,1
58,3514,Amarelo,Masculino,1,0,Casado,Fundamental,1
46,5141,Pardo,Feminino,1,0,Viúvo,Médio,0
23,8824,Negro,Masculino,1,1,Divorciado,Médio,1
68,4374,Pardo,Masculino,0,0,Casado,Médio,1
40,1498,Negro,Masculino,1,1,Solteiro,Médio,1
48,9467,Negro,Feminino,0,0,Casado,Pós-graduação,1
62,6511,Indígena,Masculino,1,0,Solteiro,Médio,0
38,5107,Negro,Masculino,1,1,Casado,Médio,0
41,9589,Branco,Masculino,1,0,Viúvo,Superior,0
25,8800,Branco,Feminino,0,1,Divorciado,Superior,0
61,4762,Branco,Masculino,1,0,Divorciado,Fundamental,1
26,3115,Pardo,Masculino,0,0,Divorciado,Superior,1
39,8824,Indígena,Feminino,0,1,Casado,Fundamental,1
21,2779,Branco,Masculino,0,0,Divorciado,Médio,1
30,6871,Amarelo,Masculino,1,0,Viúvo,Fundamental,0
51,4156,Pardo,Masculino,0,0,Viúvo,Médio,1
20,5450,Indígena,Feminino,1,0,Solteiro,Fundamental,1
54,9620,Pardo,Masculino,0,1,Divorciado,Pós-graduação,1
45,6924,Indígena,Masculino,0,0,Casado,Fundamental,0
43,2524,Pardo,Feminino,1,0,Solteiro,Fundamental,0
67,3343,Pardo,Masculino,1,0,Divorciado,Médio,0
63,6348,Branco,Masculino,1,1,Casado,Pós-graduação,0
51,9240,Branco,Feminino,0,0,Viúvo,Pós-graduação,1
32,1435,Branco,Feminino,0,0,Casado,Pós-graduação,1
25,7498,Amarelo,Feminino,0,0,Divorciado,Fundamental,1
65,6614,Negro,Masculino,0,0,Viúvo,Pós-graduação,1
52,4892,Negro,Feminino,0,1,Viúvo,Fundamental,0
41,8679,Indígena,Feminino,0,1,Solteiro,Superior,0
69,5306,Amarelo,Feminino,0,1,Casado,Fundamental,1
69,6150,Indígena,Masculino,1,0,Solteiro,Pós-graduação,1
54,5594,Indígena,Feminino,1,0,Viúvo,Pós-graduação,0
21,6515,Amarelo,Feminino,1,1,Casado,Superior,1
29,3528,Amarelo,Feminino,0,0,Viúvo,Médio,0
36,9271,Amarelo,Feminino,1,1,Divorciado,Pós-graduação,0
32,5534,Negro,Masculino,0,0,Casado,Pós-graduação,0
47,5116,Indígena,Feminino,1,0,Divorciado,Superior,1
62,3895,Negro,Feminino,0,1,Viúvo,Médio,1
54,9053,Amarelo,Feminino,0,0,Divorciado,Superior,0
29,3035,Amarelo,Masculino,0,1,Casado,Médio,1
36,5903,Pardo,Feminino,1,0,Viúvo,Fundamental,1
51,9362,Pardo,Feminino,1,0,Solteiro,Fundamental,0
24,7830,Negro,Feminino,1,1,Divorciado,Pós-graduação,1
45,1571,Pardo,Feminino,1,0,Divorciado,Pós-graduação,0
45,3094,Pardo,Feminino,1,1,Casado,Fundamental,0
46,4491,Pardo,Feminino,1,1,Divorciado,Médio,1
54,7111,Branco,Feminino,1,1,Divorciado,Médio,1
37,8251,Indígena,Masculino,1,0,Divorciado,Pós-graduação,0
28,1919,Indígena,Masculino,0,1,Casado,Superior,0
67,4082,Indígena,Masculino,1,1,Viúvo,Superior,0
67,4812,Indígena,Feminino,0,1,Solteiro,Fundamental,0
56,9364,Amarelo,Masculino,1,1,Viúvo,Superior,1
59,6043,Pardo,Masculino,1,0,Divorciado,Superior,1
40,1555,Amarelo,Feminino,0,0,Divorciado,Médio,0
69,4221,Indígena,Feminino,1,0,Solteiro,Pós-graduação,0
63,2598,Indígena,Feminino,0,0,Casado,Fundamental,1
37,6538,Negro,Masculino,1,0,Viúvo,Médio,0
37,9664,Negro,Feminino,1,1,Solteiro,Médio,0
28,2230,Negro,Feminino,0,1,Solteiro,Fundamental,0
19,2438,Amarelo,Masculino,0,0,Solteiro,Pós-graduação,1
30,1370,Pardo,Masculino,0,1,Divorciado,Superior,1
30,7355,Pardo,Feminino,0,1,Divorciado,Pós-graduação,0
58,7172,Negro,Feminino,0,0,Casado,Pós-graduação,1
66,5205,Indígena,Feminino,0,0,Divorciado,Superior,1
32,5204,Indígena,Feminino,1,0,Casado,Fundamental,0
48,7039,Indígena,Masculino,1,0,Divorciado,Superior,1
40,2981,Branco,Feminino,1,1,Casado,Pós-graduação,0
39,6789,Amarelo,Masculino,1,0,Solteiro,Médio,0
33,6763,Branco,Feminino,0,0,Viúvo,Médio,0
59,3220,Amarelo,Masculino,0,1,Divorciado,Médio,0
46,4644,Indígena,Masculino,1,0,Viúvo,Médio,1
37,9447,Amarelo,Feminino,0,0,Solteiro,Fundamental,0
45,4187,Amarelo,Masculino,0,0,Casado,Pós-graduação,0
44,8378,Pardo,Feminino,0,0,Solteiro,Pós-graduação,0
61,5859,Amarelo,Masculino,1,1,Solteiro,Fundamental,0
46,6022,Pardo,Masculino,0,0,Casado,Superior,0
22,4768,Indígena,Masculino,1,1,Solteiro,Superior,1
69,6594,Branco,Masculino,0,0,Divorciado,Fundamental,0
66,5934,Pardo,Masculino,1,0,Solteiro,Fundamental,0
59,3006,Branco,Feminino,1,1,Divorciado,Médio,0
55,5927,Pardo,Masculino,1,0,Divorciado,Fundamental,0
69,8002,Negro,Feminino,1,1,Viúvo,Médio,1
55,7580,Branco,Feminino,1,0,Casado,Médio,1
61,7192,Pardo,Masculino,1,1,Divorciado,Médio,1
68,7511,Pardo,Feminino,1,1,Casado,Superior,1
19,5069,Negro,Feminino,1,0,Casado,Pós-graduação,0
62,8348,Pardo,Feminino,0,0,Solteiro,Fundamental,1
37,2699,Pardo,Feminino,1,0,Viúvo,Superior,1
60,8359,Indígena,Masculino,0,1,Viúvo,Médio,1
64,5629,Pardo,Feminino,0,1,Casado,Fundamental,0
30,4982,Negro,Masculino,1,1,Solteiro,Pós-graduação,1
43,5036,Branco,Masculino,1,1,Solteiro,Fundamental,1
52,6407,Indígena,Feminino,1,1,Divorciado,Superior,1
63,6583,Amarelo,Masculino,1,1,Casado,Pós-graduação,0
25,3782,Branco,Masculino,1,1,Viúvo,Médio,0
45,3718,Pardo,Masculino,1,0,Casado,Fundamental,0
58,2984,Amarelo,Feminino,1,1,Casado,Pós-graduação,1
32,5496,Negro,Feminino,0,0,Divorciado,Fundamental,1
67,6952,Amarelo,Feminino,0,1,Viúvo,Médio,0
